x,y
798,623
717,876
874,980
1002,873
744,909
871,719
844,959
802,897
882,583
916,750
657,573
1033,864
1298,784
845,916
749,806
1003,790
882,959
735,901
1048,884
789,773
777,681
1208,754
767,993
794,917
1174,750
1040,819
879,910
981,857
752,950
1007,838
1033,532
960,670
964,609
799,783
698,788
845,710
936,717
807,829
801,979
825,942
746,590
955,944
1143,600
1088,699
976,662
746,841
1146,754
1244,744
828,818
849,645
1116,676
775,853
888,771
893,664
697,569
771,731
950,822
797,947
669,842
670,582
820,781
835,894
882,643
1337,684
952,728
749,929
830,641
978,699
1133,716
915,861
729,587
690,475
730,646
881,618
920,805
887,725
900,849
765,787
834,866
864,648
719,845
818,858
1082,673
1053,742
1061,676
877,690
903,781
1002,676
954,851
993,660
923,769
771,827
1181,780
746,770
779,570
1102,673
994,613
1059,727
1088,728
684,625
721,773
976,820
850,801
691,848
722,820
931,609
1068,706
1031,696
886,857
745,621
948,678
962,914
863,784
979,617
822,590
917,714
946,890
790,868
949,621
711,807
993,743
951,870
1000,818
900,942
772,748
949,794
915,643
744,658
1235,614
962,774
1015,650
916,674
747,878
762,972
834,666
874,806
918,945
734,505
814,635
1117,579
920,911
861,914
720,627
695,601
984,636
796,819
716,508
1102,704
931,639
807,578
687,592
856,866
838,778
1273,659
1118,705
828,702
976,793
947,691
889,594
926,825
657,471
810,540
1010,696
854,598
1165,716
1024,668
796,573
761,545
815,679
822,670
900,689
821,611
846,594
743,512
1041,647
758,536
866,573
1038,672
858,492
528,294
826,746
910,597
931,599
842,750
881,873
920,597
906,911
763,591
996,666
763,520
862,594
1067,682
761,530
762,524
910,932
810,555
901,917
715,847
722,509
