x,y
1123,719
1065,719
907,714
884,711
1156,721
1049,713
1134,753
1353,985
1005,740
1034,725
1218,723
974,746
777,737
997,716
930,712
1232,729
919,744
1113,743
1158,770
979,718
1079,756
966,711
1012,712
1080,733
1076,752
1059,745
1019,731
1140,720
1055,740
990,732
932,745
1030,747
763,741
1020,744
1054,748
1117,752
1014,727
1105,748
1089,735
1030,711
970,748
1049,749
1105,753
1055,755
991,741
1037,749
974,740
949,710
1062,756
976,730
1043,746
1048,744
987,738
945,719
1064,748
1094,752
1113,728
1149,771
961,711
1155,765
1086,743
982,715
1087,755
1087,750
1123,755
909,750
1034,743
971,712
938,746
1086,746
1002,714
994,747
1100,751
1035,714
1110,725
979,726
1026,741
769,736
1045,739
1030,719
1036,735
1224,727
1050,720
1014,721
1111,751
