x,y
1778,820
997,781
744,805
721,770
1148,738
1664,804
1101,765
1392,842
1749,797
1168,847
616,783
1804,741
1442,808
1732,772
1401,781
1370,796
1586,782
1199,778
1492,755
436,815
1480,805
1699,796
1137,807
1866,757
1275,781
887,772
1309,810
912,788
1070,806
1273,839
1612,840
942,768
1444,737
705,832
1651,999
1307,749
1532,739
1169,784
976,763
585,807
766,774
1058,852
682,786
1238,769
1031,771
853,767
1070,770
1105,811
795,771
1245,1025
1515,837
1643,781
821,780
1413,757
1345,833
1553,821
1315,880
1677,739
645,787
1250,868
1621,775
1235,823
1206,851
1549,790
1818,792
1827,777
1840,784
1338,818
1527,729
1723,786
1703,793
