x,y
1298,981
1533,730
834,594
1119,720
372,543
1005,723
478,536
1505,623
942,675
1727,553
857,1003
1316,929
1272,763
1491,771
1030,744
1068,607
1108,1035
1026,587
841,694
979,680
1548,587
1170,745
514,683
935,567
1254,897
500,579
990,778
1267,620
929,685
972,743
750,725
967,785
771,557
1276,563
423,697
1389,711
949,1031
1178,603
819,917
1025,823
361,687
869,773
590,578
1556,761
870,855
1087,785
1218,955
1109,886
1326,599
1016,549
772,914
794,748
795,697
493,552
1299,596
1043,795
232,711
974,908
449,584
1014,767
951,901
1760,586
252,550
1223,900
1033,873
903,546
1502,559
1417,747
1161,575
1369,601
552,567
524,695
740,614
298,700
1457,735
1041,953
805,579
1101,567
582,777
1132,580
1246,694
871,728
434,710
1365,784
1189,882
934,738
1201,993
1213,742
1115,1003
656,752
1248,953
898,727
486,753
1158,878
547,743
880,586
725,738
399,675
454,778
876,913
1246,568
1340,770
1068,1024
1136,708
300,535
1508,595
885,1010
1314,540
608,588
821,945
1501,754
454,731
698,727
934,791
526,560
1544,749
916,607
745,919
1749,565
1585,592
1237,1015
1317,767
256,715
301,760
900,942
664,702
1198,893
1280,960
960,820
1207,966
1113,764
1329,942
951,724
1086,1031
1027,893
795,900
325,708
1000,879
1052,728
1019,673
1559,597
1071,708
1346,724
1092,638
813,1034
347,555
486,689
1069,870
915,767
206,695
1225,763
860,573
939,928
442,504
1416,707
1058,996
829,750
735,578
851,966
729,916
746,790
1174,996
424,759
1056,908
397,725
1310,747
1221,600
901,880
884,1056
626,566
1082,915
1066,543
718,600
791,1027
1125,925
623,718
995,924
789,1007
325,758
908,1008
959,571
1259,926
1089,967
736,968
927,989
1134,870
1133,773
181,697
1690,633
352,726
416,509
1007,1021
1175,785
973,555
462,681
597,759
961,977
396,759
1092,735
1240,800
405,571
791,770
1167,805
1015,950
1248,754
591,714
1228,584
861,924
374,721
274,723
1439,776
995,681
620,762
1277,896
1037,1023
1130,974
772,779
509,740
1151,947
1285,753
1117,974
999,972
437,549
370,775
397,342
1078,577
543,695
786,972
999,565
276,774
687,746
261,770
1163,918
1703,631
815,882
1263,696
1263,896
847,769
212,748
932,834
1057,930
1197,605
569,696
1393,783
1422,765
1070,923
1016,565
640,744
