x,y
999,688
940,643
1007,724
955,650
911,636
660,658
434,666
493,774
971,654
788,751
881,624
847,767
270,744
835,756
924,663
987,759
953,609
947,744
822,580
398,798
474,774
597,691
823,537
259,757
293,756
370,746
320,789
1023,656
851,600
315,746
365,600
670,752
872,655
609,614
831,647
485,603
147,781
401,715
234,774
658,845
412,785
858,664
386,600
825,730
638,716
756,711
384,687
883,531
551,667
398,655
1537,892
722,577
491,669
865,767
321,589
806,742
732,755
480,678
441,571
857,537
579,668
460,583
604,732
1452,865
543,682
433,695
631,744
553,630
417,753
647,746
565,619
204,772
419,666
544,640
1481,876
673,603
562,783
629,652
830,604
761,765
851,618
720,720
356,742
706,668
704,625
963,628
781,550
882,659
640,873
331,748
510,727
420,563
678,617
574,684
523,704
449,736
396,588
740,607
503,594
684,648
737,648
538,771
811,614
789,606
598,660
449,755
681,717
216,779
809,492
807,558
827,624
443,791
616,654
516,707
596,619
925,641
690,732
816,760
772,590
685,684
842,670
119,789
472,529
574,777
647,646
786,574
478,548
343,612
807,543
566,723
531,593
684,471
581,613
624,574
754,649
705,697
764,743
844,582
655,519
618,757
664,628
837,728
620,727
781,682
498,701
526,515
358,624
804,577
855,728
684,628
895,642
632,523
575,530
1509,878
595,752
773,692
418,542
658,545
437,753
766,543
434,525
851,630
438,547
768,602
842,499
244,794
724,603
859,746
835,551
746,503
852,518
814,519
770,597
887,753
851,641
349,593
871,737
405,748
484,729
745,698
489,719
743,568
756,493
896,616
775,492
466,663
577,675
614,544
567,647
788,583
909,666
760,497
449,652
696,589
549,749
696,478
750,747
760,661
712,480
584,657
757,483
514,614
798,520
415,538
518,759
850,501
826,491
751,499
667,497
496,533
787,490
459,513
788,642
739,742
488,614
510,537
380,574
628,773
645,490
572,698
661,519
714,485
504,549
660,495
494,517
820,515
625,714
834,492
736,504
675,515
506,665
813,476
691,477
701,497
768,511
767,535
529,527
461,547
575,543
446,549
729,526
339,591
548,636
595,627
600,595
673,488
721,504
760,612
463,567
765,567
349,598
625,509
133,781
770,494
499,572
358,575
686,474
789,493
645,634
513,641
675,498
705,479
810,526
713,494
695,609
493,620
628,628
644,506
511,542
737,545
761,490
807,506
728,543
809,531
445,514
