x,y
1736,745
854,757
1534,815
1559,738
1747,785
472,764
1149,837
496,802
1246,754
1857,781
1156,778
1799,721
900,736
1619,750
1124,791
926,843
436,781
1808,751
1236,803
816,848
368,781
1507,794
1453,793
819,770
1484,766
1876,718
1028,780
1891,768
604,765
891,803
752,780
1419,803
782,766
1066,804
1002,864
1340,781
338,810
694,765
728,761
825,803
460,833
188,812
1274,832
1060,745
517,774
1030,838
640,770
954,776
991,766
1281,736
1198,729
1009,1021
1417,999
1428,732
548,768
1397,777
1368,837
1072,871
922,780
397,785
1197,803
665,784
1899,823
989,825
1373,769
1789,1036
1824,774
859,807
1165,752
1309,820
1096,820
966,836
1301,788
576,779
1596,771
1583,772
1573,783
1909,801
1404,748
1838,778
1312,793
