x,y
1871,508
939,435
1328,661
862,398
1381,649
1583,317
1829,486
1491,302
1262,626
949,317
1629,319
1516,300
1801,470
1257,463
867,414
1811,749
1385,717
904,290
1635,644
1750,347
1579,819
1731,699
1748,677
1822,316
1540,610
1064,317
1574,634
1315,427
1670,487
1713,726
1448,369
1340,425
1125,453
1456,325
1441,701
984,313
1216,462
1195,591
1799,674
957,395
1566,457
1675,647
1628,293
1714,476
970,382
1356,312
1438,284
1252,318
804,278
1056,433
1272,419
1174,442
1711,651
1799,324
1841,312
1545,441
1793,486
956,248
1609,764
1134,416
1671,291
796,262
1565,322
1867,475
884,442
1384,321
1398,255
1285,408
960,446
1024,330
689,266
1074,402
927,283
1880,640
1551,331
876,248
1140,384
1845,404
1007,391
1807,623
1752,626
696,229
1190,327
1080,462
1364,476
1638,731
1769,312
834,272
1248,432
1591,481
1274,314
1857,362
1653,689
1509,616
520,215
773,388
980,273
1901,317
1227,412
1494,449
1131,304
1043,472
1499,338
829,412
814,394
1874,703
1437,659
1676,369
1476,321
1110,467
1254,580
1884,669
1856,742
1225,309
1778,704
1567,365
1024,457
1722,337
1582,707
1361,419
1317,337
1527,460
1212,615
1030,293
1755,482
1577,754
1470,446
1600,355
1890,329
1198,420
1682,788
1427,584
723,231
1409,440
1030,399
1179,287
864,286
1099,407
1190,304
1533,343
1055,293
1893,368
897,261
986,444
1343,335
1828,360
1683,722
1327,471
1596,666
1842,692
663,250
1478,694
1536,698
1669,333
1889,445
1154,304
1906,487
925,405
1408,328
1301,621
1785,356
954,284
1716,306
1421,479
1555,681
1096,299
1504,693
1606,604
1008,442
961,119
766,272
1836,657
1873,333
1765,190
1668,314
1434,326
1595,309
732,254
778,225
789,239
1704,337
1911,361
1696,328
1468,635
1901,642
1390,694
1890,612
812,375
1444,602
1559,695
1909,616
1467,617
1857,703
1689,323
1685,755
