x,y
144,681
784,648
442,730
205,671
848,519
657,685
422,807
469,718
1049,456
522,776
334,649
659,736
620,658
970,528
446,650
899,537
780,516
385,631
802,573
1663,282
643,594
864,522
377,656
424,655
1012,515
615,604
710,583
953,521
228,659
708,678
1208,429
878,536
693,584
993,522
550,711
520,709
416,611
640,558
728,539
659,553
1171,472
557,622
497,616
730,595
1319,424
693,635
1798,236
394,653
417,639
783,567
317,649
611,688
731,664
1568,401
1144,439
745,582
915,532
426,711
1260,407
666,656
441,605
409,716
616,579
724,630
1117,487
1135,451
763,527
1381,370
601,672
347,654
107,689
859,617
584,674
563,758
540,612
1304,390
1293,415
1649,317
638,646
1484,360
584,706
1326,409
1613,384
1774,325
705,550
270,670
664,594
258,674
1033,510
931,523
1544,311
930,501
176,676
1479,337
1789,250
565,574
907,507
1269,433
1423,356
1011,467
1521,374
1040,491
292,665
370,707
1665,315
876,607
547,579
1566,325
1793,317
1343,392
1153,482
584,577
1359,373
481,642
1364,391
1624,320
1158,455
1063,477
1581,343
1159,436
1539,333
1590,328
599,576
1273,398
552,675
1469,349
784,525
832,545
301,650
517,669
765,560
1291,428
1121,468
1524,338
1159,427
1609,322
1542,361
1399,359
545,675
1743,247
1224,408
1499,337
521,631
975,483
1742,281
727,571
1695,283
1156,472
822,522
1410,385
1610,338
1097,458
1226,444
1739,266
384,719
659,572
1528,336
1410,375
1509,354
1081,456
1404,395
1758,259
1069,497
1180,456
484,604
1692,307
1457,358
1054,477
1448,358
1054,507
1388,389
1409,357
1513,357
1113,453
539,672
404,630
831,539
515,607
1397,341
1138,455
419,649
1164,472
1799,304
1776,255
465,611
1709,304
1173,457
1684,305
1722,281
1802,313
1783,322
1560,338
1607,342
543,688
1346,376
941,488
1499,343
1740,261
881,512
1077,454
1444,354
1176,427
1762,265
1368,372
1764,269
1041,513
1442,341
1560,350
1089,455
1380,392
1718,270
1152,455
727,555
1246,416
549,588
896,513
1062,456
1503,357
1662,307
1723,261
532,673
1809,306
1717,265
547,691
1115,458
1704,283
1543,357
576,574
1699,289
778,563
299,660
1072,454
1591,345
1707,300
1507,368
765,541
1547,353
1551,350
1732,265
738,535
1699,280
1121,452
1563,331
