x,y
990,672
1353,511
931,709
1075,508
993,558
1475,774
746,668
675,793
893,788
1514,777
1404,819
1293,761
1330,740
1289,511
729,666
1038,685
599,848
1098,775
1514,591
1242,876
1083,659
1312,739
1347,867
1146,549
914,487
488,831
1505,736
1085,493
935,636
1429,773
1237,642
1443,848
1312,778
948,627
1269,876
1441,811
1062,634
987,528
1416,831
851,592
498,808
1252,500
1037,728
1373,644
1303,609
874,790
1434,790
1020,690
1091,594
1504,850
1068,675
888,500
979,476
693,667
1203,762
1255,770
763,694
1236,813
1033,853
1156,527
1367,687
760,591
734,581
1113,705
1540,604
1426,649
1364,663
1110,747
976,649
780,577
1002,697
830,824
947,532
695,868
1273,779
1350,651
1188,487
1469,754
1009,858
1083,629
591,821
1043,548
1428,852
1039,511
1122,494
714,817
1576,801
1227,762
1279,742
1414,520
1388,750
1169,493
974,572
1417,597
914,705
1557,768
867,596
1180,545
1169,760
1226,876
1174,564
905,868
1022,586
1071,585
1204,549
1088,809
1407,887
1151,472
1540,729
662,621
1291,816
1058,596
1374,517
1292,713
1283,617
1241,659
635,862
924,495
1386,586
452,837
1591,792
1464,633
1460,789
948,792
806,827
1043,606
1304,512
912,646
1442,626
956,727
1054,678
1497,756
716,593
1094,549
889,660
962,501
1300,859
1539,802
1074,703
1290,654
1557,816
931,534
1194,808
1021,720
1359,612
1186,860
1025,640
1269,484
922,769
872,510
1397,530
1011,805
1075,746
1435,519
859,850
879,832
1121,531
788,622
855,703
950,834
1387,786
1120,800
1110,607
620,814
1355,571
1022,510
812,577
1071,829
1277,810
1000,497
1173,608
1470,834
1154,862
615,849
1455,825
650,836
764,653
945,764
892,548
842,523
713,652
690,638
1092,846
898,704
1335,661
937,658
1491,637
698,602
1410,616
1335,600
1288,686
907,548
989,718
1100,513
492,846
693,620
1298,640
735,628
1467,561
974,806
1410,777
990,789
1355,775
1493,619
770,581
1208,859
1344,587
1262,597
1055,853
1145,842
974,605
834,661
1153,793
1566,784
933,857
1279,870
1447,545
1365,558
1464,544
754,626
1231,579
1233,501
1338,764
1323,560
935,561
1256,611
897,849
1490,596
1235,534
1052,826
826,624
1068,529
858,521
935,673
424,840
1118,556
1367,782
1475,599
1276,499
896,830
1080,722
948,591
1356,814
1134,503
1355,748
830,550
424,858
1294,563
802,650
1237,603
966,533
1531,753
969,787
795,694
857,813
1257,531
881,859
1330,624
1255,845
908,525
1387,641
1493,766
659,833
1207,573
797,582
1037,827
1165,502
642,849
817,601
1018,549
899,856
880,597
802,670
904,608
944,500
1235,769
1466,593
872,809
1233,557
1376,534
1236,588
