x,y
949,436
1032,407
1244,529
915,365
1577,553
1218,196
956,392
1206,263
1269,453
1141,440
1481,506
791,341
1392,368
786,321
828,340
1379,286
1422,474
1309,258
1101,427
1558,239
1364,438
1356,257
729,340
1514,522
1179,483
1220,412
1287,229
1125,191
905,409
1083,394
994,381
1125,345
1286,205
892,340
1448,235
1455,561
1484,228
1415,237
1230,460
1024,277
1256,285
1070,189
997,327
1614,496
1027,327
1138,409
1329,197
1091,354
1148,186
1191,415
1258,768
1329,443
1584,495
1551,514
1145,348
1373,232
1102,401
883,301
949,293
1194,374
1449,489
1539,472
1256,204
1617,254
715,257
1226,820
959,339
1438,389
785,265
1595,243
1279,313
1433,417
1346,371
1407,420
1280,347
1644,262
1084,252
1033,342
1049,299
940,225
1498,211
1233,483
1404,206
1016,379
1239,175
1322,416
1001,422
1046,284
962,356
1368,362
759,287
853,271
1090,140
1371,177
1252,186
1332,358
1336,326
1424,201
1438,369
1459,398
685,215
1106,288
1165,340
1310,410
708,231
1092,264
1213,319
1295,376
1066,249
1294,391
1488,410
813,212
1040,159
1124,130
1260,154
1450,167
1169,401
992,149
1559,454
871,325
1087,162
707,213
1182,336
1379,339
1314,312
1444,190
880,248
1484,426
1024,207
1215,343
1218,172
1174,308
1225,393
1350,201
870,241
1147,131
923,251
1426,176
732,226
932,317
1146,160
953,316
1269,336
1295,360
1066,156
1459,447
1366,157
1203,290
1063,357
1310,165
1517,226
1105,145
1282,149
1458,201
1132,315
1194,168
983,142
972,295
1238,133
1126,150
1061,160
863,219
1468,428
1016,148
916,270
1311,159
912,351
1195,146
1239,156
1518,454
1225,362
1470,184
756,224
1021,119
1074,128
1214,152
1169,361
1405,180
834,300
1052,128
719,228
1150,144
1037,122
1058,132
674,206
1315,156
1182,318
1324,157
1100,279
1221,155
1211,135
1070,148
1388,174
907,294
1319,142
1072,164
1287,153
1219,140
1312,152
1066,124
1220,145
1210,146
1212,141
1107,132
1179,453
1317,145
1185,327
1048,158
1146,136
1047,125
1347,168
1454,442
1133,153
779,221
1168,130
1234,137
1203,141
1201,524
1172,338
1462,184
1142,155
1160,132
1062,169
1205,151
1002,121
1058,125
1411,177
