x,y
1389,510
1338,183
1253,450
1596,649
1585,618
1191,509
1382,567
611,551
628,464
1193,89
1514,342
1287,373
1572,609
603,485
1338,260
1018,285
1103,147
1567,478
1105,462
1394,211
1433,172
1104,271
932,369
1110,334
1352,445
1340,657
1181,290
539,458
591,553
641,482
967,393
1658,529
1030,458
1078,195
1181,571
445,660
1449,311
1424,532
456,567
886,554
1603,368
1253,379
1462,168
1352,298
1442,566
1040,376
1496,378
1513,590
886,701
1322,546
1112,568
1237,430
1376,182
1297,600
1274,266
1469,473
1457,263
1066,498
889,444
1089,549
311,550
1360,475
549,474
759,513
433,468
1033,524
948,462
1000,482
1457,665
1484,292
1306,115
819,500
1517,457
1457,569
355,592
627,350
578,471
1159,284
1166,501
1376,240
1288,162
926,491
1364,647
789,347
903,487
903,382
1441,522
1185,375
1433,265
1297,415
1198,592
1346,605
582,381
974,482
1295,470
930,522
1121,144
1071,267
785,548
1276,530
943,395
1396,271
1166,346
992,381
1178,431
1509,430
1373,620
1382,424
983,574
1070,564
1129,333
1087,398
1297,279
1022,567
507,464
790,410
787,587
1400,611
1612,487
1125,532
1360,572
1399,341
1499,302
1521,225
1565,417
1459,223
1199,313
860,459
1250,314
1455,341
1580,408
842,485
1555,309
1058,278
1049,326
1409,590
1427,363
912,584
1329,490
1133,398
1271,468
1290,571
1545,457
1097,433
1280,119
1012,338
1430,474
602,661
1233,164
1127,610
1065,388
552,675
1528,568
1371,744
1610,425
1275,323
1152,150
1319,420
1065,680
1136,301
989,429
1490,602
1324,299
1460,378
1070,328
979,289
1637,673
662,478
1405,541
805,454
1015,383
1773,788
1323,368
1283,398
749,568
842,408
721,515
920,434
1306,520
1016,589
796,516
1088,225
845,568
1240,227
1247,109
1405,412
1094,182
1193,156
1189,199
1369,385
1448,212
1247,191
1316,681
1406,176
1475,429
1413,299
346,540
677,568
1390,376
1416,438
781,458
659,568
1300,169
1554,250
1357,227
1166,243
1231,260
1317,464
756,450
1525,310
827,446
713,460
1302,245
1161,557
1262,512
1228,332
1343,419
1134,259
1209,104
1468,856
1371,329
1457,414
680,604
732,445
1548,391
1218,596
1264,221
1141,191
1377,490
1170,149
178,685
1639,506
1130,215
1645,373
390,568
1031,311
416,559
1232,499
1302,200
1323,591
1526,400
282,557
1442,421
1257,141
1336,135
1650,605
450,374
887,580
805,375
1129,107
288,689
1053,131
1535,391
1215,324
1556,464
1428,301
