x,y
1193,783
696,687
817,662
847,651
1126,478
771,652
1214,736
1318,560
1098,706
1099,747
984,650
1287,553
845,487
1152,609
1059,480
383,815
854,469
1021,469
247,837
714,618
918,522
527,655
1042,786
1037,847
768,581
781,556
1080,728
1206,796
1026,784
839,612
1075,480
1259,795
1220,815
637,689
1229,774
1140,834
1203,851
1220,753
929,503
726,609
887,750
718,512
626,753
548,683
1124,729
361,818
982,602
548,826
1044,740
1299,735
938,466
1058,586
285,828
506,806
440,613
797,564
944,537
948,834
542,640
1094,648
753,630
804,836
971,664
394,842
1001,829
1065,778
1093,825
1144,483
862,636
1127,536
759,789
827,830
774,697
903,476
1203,614
1015,735
1127,619
643,495
682,773
680,687
1048,814
537,580
732,745
820,582
801,666
1161,552
891,470
817,527
990,734
682,531
766,539
740,709
834,653
934,562
935,654
1020,845
1173,715
1197,740
1114,628
1080,786
985,780
956,735
557,639
555,565
1157,842
721,573
970,591
698,850
566,610
600,813
845,563
937,818
774,622
893,507
1069,652
956,460
1136,526
1183,536
1363,759
810,490
989,471
1062,746
954,657
1207,550
1068,532
1143,628
1255,715
1345,772
792,489
1240,595
1243,785
669,643
702,516
820,708
1326,759
824,617
799,785
1076,606
491,859
1205,482
492,643
1376,746
1175,750
714,692
564,533
981,834
291,807
737,775
1246,751
285,844
1282,717
652,835
920,446
474,658
611,641
741,816
1262,737
664,775
690,565
833,574
661,483
886,821
1322,688
1115,707
870,488
866,764
777,769
825,538
1239,522
412,808
841,730
679,590
1007,506
642,579
1134,578
759,506
1040,457
923,585
471,611
1063,846
805,698
627,574
951,515
574,522
628,502
865,571
772,476
784,801
1267,581
1289,696
724,717
981,545
654,631
1092,525
863,807
804,616
458,801
906,858
1065,709
758,770
589,807
438,834
222,859
666,528
1078,577
688,814
1003,472
1119,553
736,518
1350,745
1223,612
950,584
879,786
650,798
571,682
1014,611
1340,726
1178,518
696,760
1107,590
1219,508
862,694
671,817
379,952
628,821
903,537
733,480
781,675
858,725
745,375
713,641
596,643
623,810
1184,578
581,664
547,570
1277,736
1095,845
980,523
800,585
1005,551
1088,490
1316,713
716,656
838,506
496,622
681,508
1021,630
448,828
1250,563
462,826
1269,598
704,814
532,615
1141,713
844,804
702,589
1075,685
1113,561
1013,576
429,855
477,592
1037,567
1164,606
1189,561
1146,616
661,794
1239,556
735,857
1065,541
582,642
1092,508
646,829
519,618
467,626
788,530
1109,573
848,693
1068,624
675,846
