x,y
1290,468
1626,501
549,567
995,596
1540,293
572,685
533,681
511,568
1226,643
1395,373
1610,589
1581,356
244,533
1151,622
1584,636
194,556
1783,844
1756,317
1054,657
1749,577
1198,362
1507,763
84,560
926,660
318,532
846,577
572,605
1844,351
1705,437
1697,883
1855,927
1359,485
1681,514
1696,739
1350,533
1336,473
1875,802
1747,485
1442,488
647,538
628,592
1159,394
1642,796
1045,633
206,595
1570,488
485,536
1836,817
1485,741
1850,478
1474,547
1724,456
1415,697
1273,710
1586,571
1393,498
1561,326
1843,862
343,579
1284,383
1447,700
1237,446
375,555
1235,389
518,386
1496,476
1336,807
666,589
1503,296
1539,597
1337,348
1405,786
23,542
485,387
1529,731
1831,920
872,612
414,553
1377,298
1616,537
783,595
1908,334
311,593
533,635
1663,856
1087,628
1292,662
1469,807
561,404
1778,418
1514,620
1830,534
714,587
501,628
1191,393
1393,679
19,620
956,602
836,628
1795,565
1814,908
450,703
1596,718
1378,791
1394,425
1648,437
1767,511
749,578
1480,393
1887,522
1723,369
1682,564
1837,666
1805,341
1529,423
1649,338
1112,666
1229,468
1353,681
1896,804
1412,563
1613,777
56,578
467,597
1686,366
1185,625
1735,857
1797,483
1874,877
1578,664
1142,696
1432,457
375,640
1613,458
1520,532
1561,456
1680,774
1261,393
1439,351
924,598
1299,331
1364,375
1428,413
1123,619
1462,717
1733,347
1866,285
1878,422
1167,693
443,548
1633,729
809,598
1695,825
1262,652
142,861
1505,363
1904,399
1441,802
1726,543
1895,908
1214,708
1242,688
1417,312
1868,609
594,585
1328,699
1824,471
1783,335
261,558
1659,403
1905,538
1528,478
699,597
279,585
493,695
1703,1067
468,869
1187,673
1528,359
896,589
1381,649
1009,616
1908,627
1843,423
1044,590
1904,456
1594,393
1360,426
1467,421
1912,866
1473,490
1761,822
1877,490
1463,330
532,657
1298,808
1322,683
1514,671
1463,358
1238,669
1664,506
1522,687
1289,358
1027,614
1369,680
1742,492
1856,808
