x,y
1237,1016
1202,951
415,998
656,1007
1623,961
1145,964
1215,961
1445,945
1673,901
699,990
1258,982
664,990
1186,949
909,975
1647,995
1495,958
1799,981
812,984
797,986
632,986
1238,984
1088,955
928,989
1462,947
1119,960
783,985
444,991
1266,961
1554,900
1470,892
845,960
825,994
1724,919
1428,945
948,980
1233,910
884,961
989,976
1108,949
899,984
846,985
1201,908
1746,960
1005,979
1584,901
882,990
1324,957
1663,959
1708,969
1710,990
562,982
862,984
1095,968
1652,901
749,973
1008,957
648,982
1516,955
1336,950
624,983
507,997
1302,952
1827,919
478,1004
1894,979
1614,921
1270,954
761,994
1234,965
578,984
546,985
1330,952
1881,985
1675,986
1854,923
1402,950
1414,948
1698,949
1859,985
964,978
712,999
972,970
1679,916
1834,989
683,986
1250,962
591,986
1579,961
913,973
1720,961
1025,969
1672,960
520,988
1731,891
1018,970
749,990
609,982
1696,896
1544,967
535,989
1796,961
1368,954
1621,914
867,968
1508,887
497,989
922,966
730,988
1550,962
1596,901
502,995
1712,896
712,971
1837,902
1908,974
1376,954
1609,894
1354,951
1766,909
1383,956
1613,888
1750,895
1731,960
940,975
934,972
541,985
1688,874
1553,954
873,965
1430,964
1294,958
1507,905
1603,901
768,979
1530,950
1275,956
1906,893
574,986
1775,879
1738,894
1679,892
1540,902
1617,885
1623,882
968,975
582,986
1512,883
1793,877
1319,954
1421,948
1584,916
1536,882
1634,905
1669,877
1537,965
1289,957
1502,890
1583,908
1607,963
1619,906
1313,954
755,992
1508,954
1564,878
1361,953
1522,902
1753,911
1642,884
714,978
865,975
1653,888
1396,956
1720,893
1587,877
1547,952
1529,881
1592,882
1615,903
1908,898
1640,954
1736,877
1656,882
1706,875
747,999
1720,900
1695,871
1191,951
638,983
1715,876
1572,966
827,973
945,958
1433,949
1659,887
1910,925
1009,974
779,974
1661,880
1013,968
1634,882
