x,y
952,680
1376,552
912,474
1260,492
1901,590
1665,546
1770,446
1421,767
1317,613
1490,664
1673,419
813,491
1792,611
1808,544
1527,645
1896,423
1193,466
1321,659
1674,790
1895,449
1757,804
1485,480
983,622
1076,476
1415,618
824,632
1440,597
1116,622
1390,708
972,613
721,511
1408,556
1746,603
1511,809
1031,705
1813,588
1401,806
1607,656
684,655
874,449
1630,445
1364,643
1703,848
894,526
1349,789
1229,483
1048,691
822,665
1886,391
1887,597
1251,796
1737,789
900,643
1044,512
1352,887
1205,685
1164,489
1005,615
1519,725
1496,456
1393,601
1227,808
1439,649
1202,626
1433,891
1491,757
924,616
825,528
1712,593
1352,459
1475,690
1378,618
1305,824
1724,452
1674,474
848,522
1638,719
1376,814
1639,590
872,697
1661,829
1543,459
1303,480
1376,924
779,706
842,661
983,703
1767,559
1344,611
1797,570
1272,786
1558,815
1588,723
677,518
946,621
1057,487
1083,672
1699,450
1285,585
1833,537
1061,672
1340,497
1412,656
889,630
730,668
1545,871
1150,513
1281,905
1457,639
1208,801
1301,741
1862,597
923,661
1225,857
1706,396
1502,573
862,616
1247,643
1340,651
1279,471
693,702
791,509
840,482
658,656
1179,643
1304,913
745,496
1702,607
1238,596
1377,463
1532,442
1278,640
927,704
1469,425
1077,628
1184,602
1336,733
792,353
795,653
1371,880
1545,762
1725,733
1656,608
1561,573
851,460
1412,449
1407,913
1320,443
1512,510
1259,597
1384,666
1494,734
1338,803
1568,739
1412,796
1707,786
1465,786
1550,583
1102,490
766,499
1232,670
1870,558
1509,444
1837,580
1005,698
1401,476
1645,834
1613,724
1297,798
892,465
1515,874
708,667
961,496
1586,819
1621,763
1488,876
1616,636
1046,631
1300,662
1600,821
1701,732
1474,831
1391,879
752,671
988,500
1583,878
1487,808
1645,425
1304,601
1735,585
1568,450
1247,659
1594,770
869,669
1275,886
1370,755
899,693
877,502
1444,773
1673,597
1650,736
1099,657
1438,837
1772,543
1528,597
1404,854
1616,789
1463,743
1598,604
1624,461
1435,852
1520,768
1550,623
1830,621
802,302
1587,849
1316,865
1493,916
976,665
1262,861
740,718
1358,429
801,703
1667,805
1694,546
1709,752
849,711
1488,596
1328,839
1528,779
1142,650
1604,467
1416,688
1470,612
1365,568
1275,848
770,649
1739,727
1341,873
1648,593
1290,762
1085,651
1529,849
966,668
1769,775
1029,620
1624,597
