x,y
1275,761
1184,694
1245,721
558,711
1230,714
578,725
1261,822
1030,776
649,728
1219,813
1144,705
1214,704
1084,722
672,784
1183,820
934,778
1281,804
1130,714
1090,778
591,572
598,719
713,654
665,670
1131,824
505,736
896,762
1197,724
1025,805
795,705
866,706
233,726
547,722
1072,787
835,731
1099,809
686,771
931,680
1159,579
1198,819
1101,648
752,673
1052,792
763,773
1230,670
1197,626
1096,620
824,673
752,624
672,583
1134,580
1106,778
882,626
628,862
1301,729
1101,691
817,687
524,734
1112,820
844,695
681,639
913,769
1156,676
710,685
995,603
601,762
920,880
937,732
726,559
840,625
780,729
1042,735
1123,667
645,603
1238,691
945,627
947,743
841,704
447,728
724,746
894,692
772,698
1060,612
830,637
613,563
637,718
972,724
900,666
828,794
1075,558
841,652
975,697
1047,627
706,553
935,650
1155,712
1157,806
907,737
929,580
1083,656
1085,595
751,710
1023,748
862,767
1773,1038
954,778
418,735
1012,734
997,791
706,595
768,664
1058,558
951,639
819,644
850,678
721,536
1165,817
854,622
540,735
829,569
1024,681
870,744
696,709
624,724
760,719
682,735
869,629
497,731
952,674
943,550
870,674
1042,704
1039,636
772,619
642,549
1080,809
1050,722
615,723
887,669
704,530
909,539
838,786
805,776
974,651
1086,525
632,589
955,534
916,647
737,573
955,758
694,741
805,652
1083,580
1043,548
720,729
756,522
801,494
1128,560
937,566
1095,552
1122,784
698,578
972,610
820,756
806,583
721,514
1083,567
887,744
1112,590
1050,705
949,537
786,548
679,575
1100,668
867,499
939,509
1056,521
975,500
1035,524
1122,677
956,509
1127,800
1014,535
1056,683
777,512
706,578
1057,586
1092,558
977,518
788,763
1062,521
783,562
1032,527
898,590
729,723
1084,518
1018,532
872,606
692,562
1125,541
945,511
1086,530
667,555
937,504
637,570
1089,513
989,502
1024,528
1042,569
706,560
1043,760
1117,626
1076,613
803,511
1031,693
1170,671
765,558
916,583
696,558
951,508
1126,646
777,532
847,725
922,504
1100,574
1007,680
1003,561
890,792
893,577
1008,572
724,599
1054,663
1002,505
777,527
1067,525
820,678
1050,523
683,571
795,515
1130,544
701,526
1021,598
998,503
1042,561
793,668
647,552
1024,648
1841,1065
1004,557
709,744
1124,792
762,571
1084,537
806,577
1087,563
747,659
733,650
993,505
921,519
976,513
1098,628
961,489
969,496
909,689
983,501
902,647
627,567
1019,739
998,635
1040,520
723,509
720,628
730,518
892,754
856,543
1080,571
787,536
927,503
728,506
951,514
864,629
1003,527
