x,y
716,986
1067,927
1226,1012
1457,979
425,919
1378,945
1380,980
1436,975
854,972
1409,966
362,997
79,971
1178,950
1270,966
683,965
976,980
98,965
1353,965
1242,946
1415,1003
374,955
1261,920
128,973
881,934
62,985
899,978
159,962
776,922
68,989
623,958
981,962
1393,946
1242,1005
878,955
1139,979
1135,998
1331,993
90,990
414,980
774,958
1318,993
1169,908
172,974
946,927
1312,940
1421,992
1254,980
656,964
215,966
1422,984
749,950
1362,949
1129,974
788,963
1401,958
1298,935
174,980
1006,998
1107,930
667,964
839,909
169,970
182,979
1412,941
340,961
643,957
887,920
850,923
1003,984
1405,1007
177,976
803,960
1168,993
679,962
7,984
1057,996
920,912
750,955
1353,990
471,954
782,961
729,957
525,955
8,990
981,987
585,952
1110,995
1068,992
57,985
521,954
794,920
136,978
509,954
1053,968
143,981
627,957
990,981
658,968
810,960
529,954
513,954
833,925
66,970
778,961
557,952
871,961
1343,992
148,976
823,911
863,913
824,921
1048,977
601,950
133,975
1361,934
554,953
1383,969
1007,930
550,952
1323,959
930,971
392,958
648,953
805,895
990,963
1074,945
475,956
691,911
571,958
828,997
932,989
1282,932
820,907
1320,975
445,921
1048,917
759,958
390,962
675,958
1055,973
1296,997
621,952
662,966
357,955
770,958
733,957
1291,1008
503,953
1385,1008
822,917
966,972
763,982
480,956
1284,1008
1355,982
877,918
610,956
694,962
687,965
826,895
1059,992
387,956
1192,1003
1093,922
1222,936
908,979
616,956
1243,938
692,958
826,912
1454,977
1331,962
936,971
1423,978
1283,991
1042,992
596,950
686,911
488,955
936,989
879,905
808,908
959,987
765,922
593,950
1004,967
859,902
740,954
824,926
746,953
790,922
1073,994
729,922
602,956
1157,919
447,962
99,971
35,983
790,967
955,983
416,959
140,976
1097,994
1347,965
842,903
771,922
280,966
163,971
951,926
406,978
404,962
919,990
834,895
1362,976
1342,942
797,965
845,894
919,921
1089,996
929,994
938,994
770,982
110,987
1195,951
681,907
766,958
1012,969
1406,977
1409,973
832,907
877,978
1263,931
493,954
715,914
803,950
813,907
1292,951
988,991
1407,960
818,960
986,984
1378,998
1047,997
1062,995
76,989
94,983
801,896
822,899
1089,985
1140,919
436,918
852,918
912,889
675,905
899,916
973,986
1276,1008
1335,906
1297,1004
840,893
114,987
969,978
818,922
395,964
1233,1008
913,988
632,955
1385,964
1094,995
97,979
891,915
1323,948
1209,934
367,957
877,923
399,959
830,900
815,896
925,990
846,914
920,975
736,924
403,971
817,912
964,977
846,918
1424,969
1194,938
1089,978
114,977
1192,923
564,959
859,917
1457,992
424,960
754,959
800,945
750,924
648,960
125,971
936,983
832,971
845,908
867,917
746,959
808,940
407,958
866,910
