x,y
141,675
1237,666
1079,694
1153,680
442,582
453,646
502,679
1266,703
329,660
386,614
1142,655
333,677
436,679
1125,652
186,654
257,617
392,674
169,679
248,578
1205,642
229,631
206,642
1167,656
1113,527
1154,617
243,696
398,590
1137,521
179,585
1274,653
471,573
1228,707
360,641
1194,631
240,606
1123,706
1075,633
1096,518
1230,643
1261,654
419,602
994,498
505,502
1127,681
307,593
527,510
1114,507
1193,672
255,694
1127,516
221,559
399,619
1273,717
785,673
1101,693
312,599
161,633
1125,626
452,628
464,614
367,661
1174,705
359,586
1086,669
267,673
409,597
1050,496
520,505
1061,504
497,499
448,611
1210,684
287,585
1144,634
1072,487
304,581
291,689
314,657
176,639
438,635
517,500
376,650
182,700
483,489
1096,636
219,599
134,641
1269,683
1213,664
183,628
1094,507
1035,492
570,495
1023,504
221,685
253,634
247,649
575,485
1270,671
252,609
217,696
496,487
1100,656
199,626
296,656
300,677
528,491
193,665
322,606
107,679
1026,482
540,489
556,497
1085,496
168,636
1213,647
314,651
1272,713
1139,706
1092,625
291,588
1069,646
523,490
1068,506
514,487
1098,501
1036,496
544,493
483,502
1054,481
234,658
286,600
1022,492
309,662
1035,505
191,660
1058,488
541,485
527,495
274,656
226,598
287,615
287,611
239,639
533,495
552,487
546,485
371,591
505,486
1251,658
550,485
535,491
384,656
126,660
1270,655
537,486
1099,649
246,635
1229,695
538,495
1184,706
449,638
1269,677
1029,492
279,603
191,627
312,663
