x,y
437,871
581,834
278,883
509,852
661,830
1118,825
982,828
638,836
219,883
1496,825
1847,866
536,847
910,866
552,848
438,852
963,818
1732,824
1454,849
1234,790
1082,819
1238,791
331,859
362,859
520,844
1390,853
271,860
470,851
898,823
364,863
1682,851
852,831
1764,824
947,820
1066,825
1532,813
790,829
380,860
828,825
1183,779
396,841
86,893
1007,819
1303,841
202,883
619,834
1292,842
1500,846
1781,832
1658,859
260,885
1587,826
1293,787
622,835
1535,831
1101,820
351,856
1709,808
1145,816
1665,847
804,825
1203,784
1560,833
1223,819
1226,836
493,851
877,823
747,827
1038,822
1106,784
1069,820
1168,791
1111,813
944,825
771,826
731,828
1144,781
1230,790
312,880
992,783
307,879
855,821
319,882
244,882
789,825
1097,820
1698,815
1675,829
188,867
1257,787
1787,831
1180,775
890,823
1129,782
1008,782
695,829
1056,822
652,834
1241,809
1539,835
908,822
1246,839
951,818
1051,821
1136,817
355,857
1230,772
405,843
1026,786
1253,825
1247,773
983,781
431,849
636,839
819,821
1132,769
1284,787
1185,775
1275,770
1027,821
596,835
1088,780
759,827
394,861
458,870
346,856
1203,780
1326,782
319,887
714,843
1253,831
698,833
1170,822
1271,773
714,848
738,828
1067,784
1312,841
1163,776
1237,838
433,840
1198,782
1584,844
1191,771
1125,783
1047,782
1264,785
458,852
288,881
103,893
496,834
1215,784
997,783
1071,778
1544,843
1014,782
776,825
440,856
1198,820
1160,822
702,829
1077,782
1217,778
341,858
1199,788
934,823
491,837
1220,836
1132,781
1123,769
1247,823
336,858
1175,776
411,853
1247,832
448,853
1082,780
1027,781
400,858
685,830
1226,787
1122,784
1137,780
1731,807
709,829
1012,788
1196,771
630,836
1257,843
1176,830
185,887
660,837
1686,832
1148,772
600,834
1225,829
976,781
848,826
525,844
1217,818
1220,786
1143,775
1721,806
1036,781
1130,773
63,894
1107,777
1157,777
1023,783
1294,818
608,832
1571,834
1040,781
1150,777
1229,783
1134,785
1567,848
1242,816
960,817
714,837
253,883
716,863
1252,840
1187,819
792,824
940,822
726,842
1242,773
914,821
1129,818
421,854
1136,774
967,782
293,882
796,825
1209,770
1171,778
919,821
1186,782
725,830
532,846
1061,823
784,826
1283,767
1141,770
1001,822
929,822
1121,821
1262,774
1228,817
809,824
1236,773
1203,791
1204,775
428,837
1107,818
716,829
1189,779
1095,779
1123,773
1231,834
869,822
924,820
