x,y
1780,1166
1060,327
1453,584
934,163
1857,1120
1908,946
1939,856
1962,1130
1513,813
2200,1181
2025,1047
851,80
1141,386
1264,547
1248,367
1608,1236
2213,1235
2187,1240
1177,439
1303,808
2188,1113
1725,963
1499,675
1460,907
1799,1184
1565,1213
873,93
1046,275
1560,821
1193,463
1785,921
1453,1024
1413,677
1306,468
1327,746
1199,386
2101,1116
2203,1144
2016,1102
1997,995
2180,1173
1623,1215
1351,530
950,181
918,115
1804,1101
1632,1163
1707,1154
1573,1191
1578,1122
1100,306
1354,793
1829,1165
1551,904
1311,740
1947,1185
1470,1052
1799,1018
1300,513
1689,909
2135,1141
2141,1185
1413,866
1020,227
1592,1003
2397,1247
2126,1072
1505,919
1532,833
1930,1073
1421,521
1373,626
1671,1255
2154,1194
1328,572
1583,1092
1110,389
1901,1054
2230,1178
1917,891
1040,234
1156,429
1545,871
1256,394
1687,1180
1698,1032
898,110
1773,1132
1861,875
1637,1027
988,215
1119,315
1273,496
1678,1037
1522,1086
2084,1091
1639,978
1569,998
2067,1083
1522,893
1768,1102
2165,1125
1687,1229
1447,874
1018,288
1469,969
1597,1072
1601,972
1845,984
1992,1191
1698,871
1410,970
1700,959
1832,874
1238,444
1571,918
1698,1105
1988,1126
1770,861
1814,1044
2135,1106
1541,1095
2160,1232
1354,837
1668,1123
2263,1200
1737,915
1661,961
1379,931
1180,370
1218,412
2020,1184
1359,472
1075,235
1370,947
1410,726
1839,1050
1410,850
1793,870
1646,1213
1894,1220
1880,954
1990,1234
1294,399
1978,1253
1414,775
1414,996
1920,1122
1405,594
1669,873
1465,681
1418,795
1174,347
1961,1201
1282,426
1633,1053
1795,972
1920,977
1422,904
1939,931
1878,1086
1142,319
1850,819
1656,1196
1915,1225
1378,793
2110,1145
1893,862
1376,574
1524,1036
2222,1265
1512,1059
1865,998
1441,673
1606,1015
1898,1193
1406,616
1446,714
2090,1207
1286,453
1542,949
1897,917
1674,1081
1595,487
1816,925
1899,1026
1518,1014
1425,823
1062,302
1532,970
1413,553
1936,1153
1611,693
1579,1160
1384,591
1948,980
1723,1035
1498,961
2052,1143
1906,1003
1852,939
1899,878
1848,858
1640,1118
1808,957
2092,1109
1454,955
1564,952
1579,951
2043,1126
1827,1143
1615,921
1760,794
1603,924
1832,984
1514,992
1185,382
1728,1180
1902,1018
1490,997
2204,1167
1422,721
