x,y
1481,415
1453,437
1484,520
1660,725
1302,446
1524,1076
1515,787
1433,386
1433,549
1410,793
1390,373
1557,770
1542,1061
1472,387
1583,589
1350,832
1551,612
1396,867
1298,321
1507,620
1506,409
1246,638
1478,889
1480,559
1614,622
1500,673
1394,569
1338,311
1456,932
1503,958
1293,482
1258,542
1410,924
1520,602
1539,754
1471,530
1445,651
1453,574
1559,796
1367,320
1445,683
1497,850
1350,404
1300,560
1504,904
1507,481
1517,742
1531,1124
1420,479
1522,804
1416,667
1458,595
1334,286
1282,215
1456,621
1397,536
1350,436
1442,788
1467,959
1284,399
1369,593
1504,981
1543,1167
1490,1140
1250,288
1578,512
1548,561
1415,357
1626,895
1410,508
1549,937
1436,515
1236,256
1294,536
1620,958
1354,534
1508,499
1370,790
1551,979
1412,702
1626,931
1405,596
1610,594
1387,468
1354,715
1516,1030
1390,652
1442,835
1290,269
1427,615
1150,305
1480,858
1220,308
1336,615
1333,401
1261,325
1354,560
1455,706
1276,494
1618,689
1299,350
1245,496
1394,838
1448,893
1269,233
1492,772
1506,1003
1315,618
1518,870
1423,731
1323,477
1517,460
1093,249
1477,647
1380,419
1452,812
1379,346
1259,472
1527,536
1390,754
1400,403
1590,761
1311,518
1327,352
1357,1030
1407,654
1209,264
1560,668
1356,679
1334,495
1251,418
1297,379
1320,587
1456,737
1581,544
1274,251
1510,657
1506,830
1502,931
1428,864
1599,681
1467,1079
1598,745
1534,849
1607,795
1273,802
1359,818
1349,708
1349,499
1275,300
1538,718
1361,864
1340,634
1250,380
1588,676
1343,661
1375,514
1288,388
1345,360
1589,665
1358,803
1389,745
1527,521
1452,863
1432,1307
1602,720
1590,707
1379,494
1344,372
1395,820
1272,241
1347,617
1382,760
1379,739
1500,1167
1419,827
1366,521
1527,710
1407,475
1274,403
1386,862
1569,646
1360,502
1321,614
1348,687
1299,524
1293,295
1354,347
1373,505
1351,669
1600,732
1540,579
