x,y
964,625
872,613
1059,552
890,610
1042,609
441,614
544,540
1010,619
916,563
826,613
538,635
1004,539
625,616
1045,549
992,616
1011,496
993,511
552,582
610,620
843,616
426,597
529,609
514,601
479,493
579,565
721,569
699,567
998,560
536,504
656,573
933,567
289,621
947,623
553,625
374,618
862,583
916,617
468,627
582,629
566,480
945,560
625,546
901,576
813,603
665,621
479,600
466,598
460,502
749,602
571,507
632,570
926,596
391,613
795,583
509,519
977,551
1015,555
543,603
340,623
686,629
779,548
771,606
675,562
936,619
528,560
315,617
1024,615
599,562
982,611
415,604
871,541
580,511
801,591
1030,542
614,582
962,552
360,618
828,595
956,555
936,500
574,546
789,610
706,550
736,566
943,592
879,582
679,605
848,571
490,600
397,628
765,605
492,509
423,600
555,602
639,591
517,503
929,542
562,483
504,483
936,473
874,461
754,580
651,604
546,497
675,557
856,518
331,618
726,595
840,565
664,566
646,533
489,502
879,545
801,560
940,622
948,463
583,606
810,599
649,575
986,614
594,513
838,526
739,614
411,611
856,576
553,496
649,549
957,605
775,583
923,542
551,606
806,595
858,561
514,485
526,486
507,599
841,542
737,595
602,542
405,611
642,610
903,558
585,595
801,611
720,609
797,564
500,598
538,486
566,589
590,562
896,581
846,545
781,581
920,485
943,603
694,626
888,564
575,591
929,479
861,542
678,547
404,625
1007,556
955,476
683,544
655,617
852,579
843,556
951,541
632,610
955,614
931,615
967,604
742,621
894,558
559,490
821,588
842,548
948,469
968,549
958,624
514,499
950,456
573,467
563,505
955,484
495,499
745,562
973,604
692,542
820,582
525,603
643,543
542,502
927,608
833,544
879,561
509,489
939,583
938,489
834,561
