x,y
643,515
252,271
634,535
1034,358
818,676
241,487
949,299
1419,403
369,517
218,463
90,284
1424,533
1068,346
1188,513
792,356
915,785
386,296
1160,713
939,324
653,342
764,725
141,296
357,302
326,492
603,775
939,792
1179,555
868,695
667,508
518,334
1457,400
113,284
1157,399
736,702
904,746
493,725
889,303
204,484
811,374
788,486
980,781
300,494
448,293
1041,740
1100,408
259,304
479,312
428,296
1488,548
690,614
76,445
438,715
957,739
1431,385
755,683
761,309
1383,549
570,771
778,648
15,266
449,513
575,630
702,719
832,311
1203,707
692,330
1246,348
687,503
723,500
264,489
631,712
1008,693
1453,526
456,672
816,762
49,281
519,729
983,276
921,329
807,640
635,295
714,743
1093,721
998,375
1549,381
468,293
560,651
1031,704
589,516
1237,393
988,729
1179,537
849,367
890,324
1193,719
604,746
1253,414
1134,349
610,518
542,717
745,362
1159,344
1066,749
75,274
1070,696
945,490
1221,355
788,731
596,310
858,313
626,752
1019,367
1271,717
1522,388
1248,548
502,317
744,500
1302,329
1235,723
1039,532
658,705
1569,376
1015,632
763,488
1289,382
1307,388
322,531
197,270
964,284
1482,401
1182,342
1174,387
651,759
88,463
1268,363
565,507
878,354
1203,353
927,734
1505,407
967,382
546,314
471,356
316,444
742,756
1217,542
933,371
1004,781
703,488
307,294
824,355
619,342
1335,389
909,843
875,511
842,699
284,481
837,762
465,716
409,337
885,773
584,345
410,288
768,365
1305,552
383,75
790,698
1402,548
1150,156
974,354
456,486
817,726
332,312
863,775
1213,407
674,730
1272,538
513,620
1393,408
869,732
540,768
114,466
192,498
506,689
681,715
1050,357
352,499
695,495
615,750
814,704
503,498
671,705
1284,545
55,443
