x,y
926,559
840,383
624,558
910,770
938,576
778,414
735,664
882,508
912,536
635,625
826,441
789,675
865,333
721,504
753,669
583,529
712,490
863,551
468,464
993,512
817,739
870,368
322,276
896,527
932,649
530,527
791,367
936,354
760,495
609,515
810,358
822,369
661,565
265,403
296,397
1017,619
803,515
306,405
582,304
239,377
636,497
977,366
678,566
710,650
410,198
981,432
196,297
963,528
771,464
169,286
564,516
495,342
633,415
444,390
223,300
822,415
537,290
834,540
254,340
710,604
973,323
561,346
831,462
424,389
334,396
447,259
614,488
966,276
676,611
533,554
853,422
372,371
126,310
252,318
708,633
361,350
139,287
368,452
347,301
875,284
837,507
830,328
231,309
91,268
771,365
528,432
274,373
852,262
953,332
667,375
322,347
474,491
594,560
556,289
416,437
800,438
531,463
311,317
468,303
806,323
608,469
458,452
636,604
769,392
684,381
683,417
927,320
672,476
726,324
379,167
640,358
736,341
766,438
531,356
519,352
277,345
601,546
391,414
691,393
533,157
619,272
398,434
583,280
678,451
301,367
786,502
719,410
907,266
615,342
668,490
363,189
424,457
96,275
582,362
120,283
854,285
640,273
528,447
746,295
802,275
692,582
647,328
741,241
459,431
658,237
757,207
838,291
687,431
685,278
561,492
756,414
645,341
194,281
370,414
792,281
721,253
730,204
613,378
557,420
515,317
505,317
762,216
738,266
763,328
574,397
770,226
779,296
708,476
717,304
531,176
843,235
786,219
646,243
645,421
589,396
477,477
506,172
783,226
535,317
642,307
699,229
522,266
768,320
934,281
716,431
735,222
582,224
821,217
862,471
420,159
741,406
565,156
771,253
757,280
500,169
545,233
701,186
399,276
645,168
688,220
690,247
701,449
661,306
676,189
743,300
108,269
827,231
782,215
100,266
638,182
835,231
513,175
606,395
544,154
731,435
792,261
429,153
542,323
340,407
123,260
776,228
474,208
873,235
802,499
876,246
422,155
817,209
745,225
475,436
618,182
578,174
808,219
733,423
419,174
819,221
771,485
797,215
534,169
593,168
658,640
290,339
617,173
404,385
339,348
487,171
136,262
748,290
706,442
800,266
596,410
