x,y
1587,565
1103,855
931,717
2242,710
2145,529
1732,630
1047,738
1859,624
1025,533
1683,609
1979,301
1949,267
1341,700
1991,398
2121,721
2199,455
871,687
1767,667
1890,760
2265,367
1650,579
1420,608
2058,557
1697,227
1287,621
1704,481
1909,518
1854,276
1139,494
1396,364
725,491
1849,690
1115,431
1095,683
1931,361
1267,487
1637,365
1443,355
2145,678
1286,442
1089,477
1989,749
1347,580
1750,306
1178,531
2031,478
1763,477
1261,547
2060,704
1900,309
2035,427
1203,601
1351,531
1602,479
974,429
1562,552
1810,567
1178,502
1865,511
1183,437
1714,254
1990,358
1182,752
1457,390
1979,657
2231,590
1374,395
2278,534
1391,472
399,674
1781,408
2124,636
1272,383
2146,482
1660,284
2007,635
1342,356
1341,273
1911,460
1992,496
1921,642
1629,247
1607,285
1209,550
1743,559
1848,545
1618,405
1562,273
1364,460
1484,344
1284,404
1631,322
1389,327
1461,533
1536,414
1811,501
1849,346
1513,277
1842,308
1710,294
1854,409
1199,390
1222,681
1693,454
1562,310
1898,411
1538,354
1974,587
1347,329
1493,227
1547,334
1277,350
1584,451
1609,225
2281,575
1415,279
1329,297
1498,310
1519,451
1837,331
1850,374
1834,231
1718,347
1578,378
2127,612
1338,320
1778,440
1972,493
1363,259
1459,433
1459,468
1485,490
1600,336
1908,441
1788,317
1635,424
1480,517
1532,442
1689,407
1946,548
2174,591
1762,377
1386,307
1789,374
1593,350
1507,458
1953,572
1384,284
1545,295
2101,595
1622,570
1650,269
1914,430
1441,431
1454,278
1424,286
1680,419
1406,303
1583,246
1406,461
2031,744
1774,537
2102,704
1563,372
1552,244
1351,557
1187,719
1438,282
1345,307
1969,564
1574,336
1383,275
1315,595
