x,y
614,1012
1095,941
1025,911
1190,935
1099,877
1041,919
1239,937
1352,917
1060,821
752,921
1204,924
1431,929
973,827
1215,907
945,943
771,920
965,920
1065,905
1414,938
1146,866
1362,888
1123,917
1622,848
1311,940
811,912
1414,865
895,911
1472,919
1430,872
791,916
1455,932
721,924
573,947
879,915
1079,838
1232,802
676,946
1160,727
1563,872
1292,909
942,922
1374,873
1006,954
1564,935
926,921
983,921
704,924
1542,926
1275,934
1008,913
1422,892
1083,904
1056,761
844,918
1334,914
950,817
1500,856
1388,870
1164,823
1000,835
1162,882
1047,873
1312,794
1039,778
985,871
1180,878
877,774
991,721
1337,885
1178,821
1598,929
1138,918
1402,903
1292,885
1129,763
1072,787
1603,841
1465,859
1205,878
1074,759
1001,816
1284,792
1563,828
1248,863
1582,836
1305,870
918,770
962,799
1019,818
1175,898
999,922
1331,783
1107,836
1335,846
1079,867
900,938
1125,719
1448,910
1133,820
1100,859
1146,906
1114,787
1057,922
1220,823
1154,777
1152,938
1218,855
1315,851
929,808
1463,893
1010,794
1078,811
1171,931
888,751
904,776
813,786
677,928
1257,934
1205,765
1590,862
755,1047
1087,750
1173,749
1548,831
902,799
1250,827
960,808
1098,810
1204,857
921,732
1458,873
1139,714
893,776
1194,811
1271,875
1382,908
904,757
937,780
1064,797
958,782
1170,770
1123,832
990,854
1311,904
1273,811
962,779
1519,861
974,764
1252,801
888,773
857,772
1096,904
1532,836
1067,792
1029,804
1573,817
1202,771
1295,829
945,746
1149,760
847,763
1109,751
1231,882
1099,788
1136,786
1250,818
1430,839
1049,792
927,731
984,782
1527,844
930,765
1089,823
1311,860
1174,758
1271,883
1252,812
1091,704
1172,844
1208,805
1085,781
1536,843
1140,807
1538,860
1173,763
1572,873
1155,784
900,773
856,753
1141,835
904,734
945,752
968,752
1133,779
1567,908
898,742
881,774
1138,799
1176,739
1110,717
1172,916
1040,754
936,774
845,768
880,751
926,749
1142,737
1141,745
1061,849
969,761
1143,729
960,787
975,775
915,747
936,767
871,747
1135,812
1083,792
1420,908
926,755
873,753
1248,890
852,769
931,772
905,742
927,784
1303,829
1124,745
946,757
1008,722
864,753
1560,841
1252,872
1177,730
