x,y
1253,1232
906,1003
1490,1367
1788,926
777,1102
827,1022
2061,1039
1438,1142
986,993
1331,1006
1686,1138
1055,984
858,1138
2193,883
2052,842
1293,1166
1429,1086
1427,1008
1197,1300
1199,992
1380,1421
948,910
1942,1097
1887,743
1334,1077
1148,839
1082,1080
740,939
2011,745
1558,582
1191,1147
1579,1283
1924,1040
1785,676
1117,1322
1504,818
1134,731
1606,1053
1819,879
1071,1155
1125,1022
1031,1212
984,1110
1253,1050
1333,1370
1282,699
1392,993
1518,602
1800,775
1143,1431
1504,1011
1747,797
1590,688
1335,590
1719,970
1617,967
1043,825
1530,1032
1713,826
1569,665
1617,754
1125,651
1399,1240
1628,1211
2146,1111
1207,914
2204,934
1607,794
1476,1263
918,938
1392,624
789,1047
1525,779
1502,889
1277,1325
1734,1089
1257,719
1292,589
1158,936
1683,924
1570,813
1946,803
1147,1213
1665,863
1345,764
1256,957
1307,866
1018,863
1208,806
1825,1061
1150,714
1576,1120
1422,886
1481,566
1534,968
1434,560
1667,1181
1534,1132
1672,888
1462,820
1768,1152
1337,1155
1192,649
1223,686
1532,697
1118,796
1053,894
1628,833
1144,767
1382,701
1256,585
1272,815
1220,837
1399,879
1589,632
1207,740
1386,571
1406,805
1587,883
1495,681
1701,1020
1364,579
889,638
1262,781
1487,540
1706,1044
1402,929
1071,923
1250,654
1214,583
1386,663
1416,776
1359,810
1357,947
1454,739
1383,730
1458,588
2684,1082
1446,714
1475,860
1882,920
1460,660
1334,618
1502,854
1303,968
1221,780
1178,600
1341,832
1264,753
1620,722
1696,739
1567,1221
1410,846
1546,735
1130,865
1596,1252
1356,862
1521,940
1266,649
1052,935
1281,622
1461,688
1253,640
1581,734
1299,892
1376,685
1199,594
1069,948
1459,781
1429,1257
1373,839
1373,877
1271,971
1278,986
1421,590
1722,744
1429,743
1308,817
1395,848
1601,713
1605,727
1445,596
1241,683
1293,909
1397,737
1601,746
1737,1110
1710,1037
1525,964
