x,y
1289,637
1238,653
1154,606
1219,514
1208,620
961,493
1175,541
1115,607
1382,640
1348,583
1252,510
1262,597
1098,516
1199,469
1213,536
1465,629
996,549
1032,552
1519,596
1414,582
863,565
1461,526
829,570
797,574
1225,586
1351,635
1130,537
1558,605
1324,514
926,501
931,555
1273,447
998,490
1482,578
1203,443
1175,492
1238,445
894,558
1071,492
1301,525
1141,456
1045,467
1266,498
1015,479
1439,568
1080,456
961,541
1408,516
1373,507
1107,451
1138,490
1407,610
1112,480
1431,626
1118,454
1113,500
1434,520
1443,626
1210,456
