x,y
1074,675
1164,668
792,646
1188,641
881,637
923,635
1019,655
1117,587
1073,617
902,610
1104,669
1144,616
999,655
1230,618
949,636
991,620
1221,663
1057,662
899,631
1257,647
976,609
1279,651
1125,622
1095,615
857,639
1092,647
1208,636
1234,640
878,614
930,609
1151,641
1040,630
1163,614
836,641
816,644
1067,644
1130,666
1188,660
1065,626
1191,616
1146,663
961,597
1092,588
944,604
1013,624
1106,609
1067,595
1047,607
1022,604
1028,598
950,608
1068,586
997,598
1241,646
1017,599
999,607
1015,604
980,592
998,592
1021,617
971,606
1023,596
1043,601
1029,606
1066,635
956,600
970,596
1217,615
1041,596
986,598
1049,602
